FECHA (YYMMDD);HORA (HHMM);Humedad Relativa (%);
250714;0600;87,6;
250714;0700;89,4;
250714;0800;88,975;
250714;0900;87,675;
250714;1000;82,5651;
250714;1100;75,6925;
250714;1200;74,5074;
250714;1300;71,0275;
250714;1400;66,8975;
250714;1500;66,5651;
250714;1600;65,7875;
250714;1700;77,0601;
250714;1800;82,1;
250714;1900;87,15;
250714;2000;90,175;
250714;2100;78,9475;
250714;2200;84,225;
250714;2300;77,235;
250715;0000;79,3875;
250715;0100;84,025;
250715;0200;78,725;
250715;0300;83,5125;
250715;0400;98,625;
250715;0500;100;
250715;0600;100;
250715;0700;100;
250715;0800;100;
250715;0900;90,975;
250715;1000;82,525;
250715;1100;75,015;
250715;1200;68,1675;
250715;1300;61,36;
250715;1400;58,425;
250715;1500;55,79;
250715;1600;55,9225;
250715;1700;60,1675;
250715;1800;75,1226;
250715;1900;86,575;
250715;2000;91,775;
250715;2100;99,375;
250715;2200;100;
250715;2300;100;
250716;0000;100;
250716;0100;100;
250716;0200;100;
250716;0300;100;
250716;0400;100;
250716;0500;100;
250716;0600;100;
250716;0700;100;
250716;0800;100;
250716;0900;100;
250716;1000;99,75;
250716;1100;80,355;
250716;1200;56,405;
250716;1300;35,7875;
250716;1400;31,735;
250716;1500;34,8575;
250716;1600;55,8675;
250716;1700;56,42;
250716;1800;56,325;
250716;1900;70,0074;
250716;2000;84,3975;
250716;2100;90,75;
250716;2200;89,675;
250716;2300;90,875;
250717;0000;91,7;
250717;0100;93,725;
250717;0200;96,85;
250717;0300;100;
250717;0400;100;
250717;0500;100;
250717;0600;99,9;
250717;0700;100;
250717;0800;98,625;
250717;0900;83,8824;
250717;1000;73,1276;
250717;1100;60,59;
250717;1200;50,7475;
250717;1300;42,5525;
250717;1400;44,605;
250717;1500;47,04;
250717;1600;45,4325;
250717;1700;53,995;
250717;1800;75,4025;
250717;1900;83,15;
250717;2000;89,45;
250717;2100;95,075;
250717;2200;100;
250717;2300;100;
250718;0000;100;
250718;0100;100;
250718;0200;100;
250718;0300;100;
250718;0400;100;
250718;0500;100;
250718;0600;100;
250718;0700;91,9;
250718;0800;89,05;
250718;0900;85,975;
250718;1000;75,705;
250718;1100;66,265;
250718;1200;62,29;
250718;1300;60,58;
250718;1400;61,065;
250718;1500;61,1825;
250718;1600;65,77;
250718;1700;76,6875;
250718;1800;82,55;
250718;1900;83,8;
250718;2000;83,875;
250718;2100;87,175;
250718;2200;95,3;
250718;2300;100;
250719;0000;100;
250719;0100;100;
250719;0200;100;
250719;0300;100;
250719;0400;100;
250719;0500;100;
250719;0600;100;
250719;0700;100;
250719;0800;100;
250719;0900;100;
250719;1000;100;
250719;1100;99,925;
250719;1200;88,3151;
250719;1300;74,2725;
250719;1400;70,5525;
250719;1500;66,3776;
250719;1600;70,1575;
250719;1700;80,2526;
250719;1800;88,375;
250719;1900;96;
250719;2000;100;
250719;2100;100;
250719;2200;100;
250719;2300;100;
250720;0000;100;
250720;0100;100;
250720;0200;100;
250720;0300;100;
250720;0400;100;
250720;0500;100;
250720;0600;100;
250720;0700;100;
250720;0800;100;
250720;0900;100;
250720;1000;99,925;
250720;1100;86,6;
250720;1200;75,4525;
250720;1300;74,9449;
250720;1400;68,4175;
250720;1500;67,77;
250720;1600;75,91;
250720;1700;73,8776;
250720;1800;88,65;
250720;1900;98,025;
250720;2000;100;
250720;2100;100;
250720;2200;100;
250720;2300;100;
250721;0000;100;
250721;0100;100;
250721;0200;100;
250721;0300;100;
250721;0400;100;
250721;0500;99,525;
250721;0600;99,375;
250721;0700;100;
250721;0800;100;
250721;0900;100;
250721;1000;100;
250721;1100;100;
250721;1200;100;
250721;1300;100;
250721;1400;100;
250721;1500;100;
250721;1600;100;
250721;1700;100;
250721;1800;100;
250721;1900;100;
250721;2000;100;
250721;2100;100;
250721;2200;100;
250721;2300;100;
250722;0000;100;
250722;0100;99,25;
250722;0200;92,375;
250722;0300;88;
250722;0400;88,825;
250722;0500;97,375;
250722;0600;100;
250722;0700;100;
250722;0800;97,8;
250722;0900;89,2;
250722;1000;88,45;
250722;1100;84,5551;
250722;1200;78,45;
250722;1300;70,89;
250722;1400;60,9775;
250722;1500;59,21;
250722;1600;64,795;
250722;1700;72,3125;
250722;1800;86,7;
250722;1900;93,85;
250722;2000;99,95;
250722;2100;100;
250722;2200;100;
250722;2300;100;
250723;0000;100;
250723;0100;100;
250723;0200;100;
250723;0300;100;
250723;0400;100;
250723;0500;100;
250723;0600;100;
250723;0700;100;
250723;0800;100;
250723;0900;100;
250723;1000;100;
250723;1100;97,5;
250723;1200;86,125;
250723;1300;76,9;
250723;1400;72,7025;
250723;1500;73,465;
250723;1600;77,6975;
250723;1700;84,85;
250723;1800;85,85;
250723;1900;84,125;
250723;2000;91,925;
250723;2100;97,075;
250723;2200;97,55;
250723;2300;91,9;
250724;0000;88,375;
250724;0100;90,3;
250724;0200;97,675;
250724;0300;100;
250724;0400;100;
250724;0500;100;
250724;0600;99,95;
250724;0700;94,375;
250724;0800;87,9;
250724;0900;84,975;
250724;1000;81,45;
250724;1100;95,1;
250724;1200;93,925;
250724;1300;100;
250724;1400;100;
250724;1500;100;
250724;1600;100;
250724;1700;99,9;
250724;1800;100;
250724;1900;100;
250724;2000;99,4;
250724;2100;96,825;
250724;2200;92,8;
250724;2300;97,575;
250725;0000;99,925;
250725;0100;99,925;
250725;0200;97,325;
250725;0300;100;
250725;0400;98,175;
250725;0500;100;
250725;0600;100;
250725;0700;100;
250725;0800;100;
250725;0900;100;
250725;1000;100;
250725;1100;98,125;
250725;1200;96,1;
250725;1300;100;
250725;1400;95,425;
250725;1500;93,325;
250725;1600;92,25;
250725;1700;99,925;
250725;1800;100;
250725;1900;100;
250725;2000;100;
250725;2100;100;
250725;2200;100;
250725;2300;100;
250726;0000;100;
250726;0100;100;
250726;0200;100;
250726;0300;100;
250726;0400;100;
250726;0500;100;
250726;0600;100;
250726;0700;100;
250726;0800;100;
250726;0900;100;
250726;1000;100;
250726;1100;93,45;
250726;1200;86;
250726;1300;82,75;
250726;1400;86,4;
250726;1500;87,375;
250726;1600;88,625;
250726;1700;90,6;
250726;1800;96,4;
250726;1900;97,775;
250726;2000;99,725;
250726;2100;99,75;
250726;2200;100;
250726;2300;100;
250727;0000;100;
250727;0100;100;
250727;0200;100;
250727;0300;100;
250727;0400;100;
250727;0500;100;
250727;0600;100;
250727;0700;100;
250727;0800;100;
250727;0900;100;
250727;1000;100;
250727;1100;99,725;
250727;1200;95,025;
250727;1300;92,1;
250727;1400;90,125;
250727;1500;87,625;
250727;1600;86,55;
250727;1700;89,15;
250727;1800;91,625;
250727;1900;89,95;
250727;2000;90,3;
250727;2100;91,775;
250727;2200;98,525;
250727;2300;100;
250728;0000;96,175;
250728;0100;96,7;
250728;0200;99,55;
250728;0300;100;
250728;0400;100;
250728;0500;100;
250728;0600;100;
250728;0700;100;
250728;0800;100;
250728;0900;100;
250728;1000;100;
250728;1100;100;
250728;1200;100;
250728;1300;100;
250728;1400;100;
250728;1500;99,525;
250728;1600;100;
250728;1700;100;
250728;1800;100;
250728;1900;100;
250728;2000;100;
250728;2100;100;
250728;2200;100;
250728;2300;100;
250729;0000;100;
250729;0100;100;
250729;0200;100;
250729;0300;100;
250729;0400;100;
250729;0500;100;
250729;0600;100;
250729;0700;100;
250729;0800;100;
250729;0900;100;
250729;1000;100;
250729;1100;100;
250729;1200;93,225;
250729;1300;84,77;
250729;1400;78,635;
250729;1500;81,525;
250729;1600;82,125;
250729;1700;87,4;
250729;1800;85,65;
250729;1900;80,8125;
250729;2000;80,1125;
250729;2100;81,1;
250729;2200;74,46;
250729;2300;76,8025;
250730;0000;84,6;
250730;0100;89,3;
250730;0200;88,625;
250730;0300;93,6;
250730;0400;98,625;
250730;0500;94,6;
250730;0600;99,3;
250730;0700;100;
250730;0800;100;
250730;0900;100;
250730;1000;100;
250730;1100;100;
250730;1200;100;
250730;1300;100;
250730;1400;100;
250730;1500;100;
250730;1600;100;
250730;1700;100;
250730;1800;97,45;
250730;1900;96,075;
250730;2000;100;
250730;2100;100;
250730;2200;96,325;
250730;2300;90,05;
250731;0000;93,825;
250731;0100;96,425;
250731;0200;97,975;
250731;0300;98,375;
250731;0400;97,85;
250731;0500;95,675;
250731;0600;89;
250731;0700;84,825;
250731;0800;81,775;
250731;0900;82,325;
250731;1000;82,475;
250731;1100;82,275;
250731;1200;79,3975;
250731;1300;85,3;
250731;1400;81,05;
250731;1500;81,925;
250731;1600;85,3;
250731;1700;90,85;
250731;1800;87,25;
250731;1900;84,925;
250731;2000;81,075;
250731;2100;83,775;
250731;2200;86,85;
250731;2300;93,175;
250801;0000;97,725;
250801;0100;97,55;
250801;0200;91,875;
250801;0300;88,225;
250801;0400;86,675;
250801;0500;90,075;
250801;0600;88,75;
250801;0700;87,7;
250801;0800;92,55;
250801;0900;94,5;
250801;1000;97,775;
250801;1100;92,45;
250801;1200;98,9;
250801;1300;94,45;
250801;1400;99,6;
250801;1500;100;
250801;1600;100;
250801;1700;92,975;
250801;1800;92,075;
250801;1900;94,25;
250801;2000;91,975;
250801;2100;97,925;
250801;2200;97,325;
250801;2300;90,375;
250802;0000;89,2;
250802;0100;91,85;
250802;0200;96,35;
250802;0300;88,175;
250802;0400;88,225;
250802;0500;90,275;
250802;0600;88,875;
250802;0700;94,4;
250802;0800;92,175;
250802;0900;86,7;
250802;1000;81,3824;
250802;1100;78,855;
250802;1200;76,23;
250802;1300;61,63;
250802;1400;58,46;
250802;1500;60,36;
250802;1600;63,575;
250802;1700;71,9425;
250802;1800;90,525;
250802;1900;95,45;
250802;2000;100;
250802;2100;100;
250802;2200;100;
250802;2300;100;
250803;0000;100;
250803;0100;100;
250803;0200;100;
250803;0300;100;
250803;0400;100;
250803;0500;100;
250803;0600;100;
250803;0700;100;
250803;0800;100;
250803;0900;100;
250803;1000;100;
250803;1100;97,05;
250803;1200;85,875;
250803;1300;84,575;
250803;1400;83,425;
250803;1500;75,495;
250803;1600;67,5775;
250803;1700;72,0425;
250803;1800;83,775;
250803;1900;88,55;
250803;2000;86,3;
250803;2100;85,15;
250803;2200;87,575;
250803;2300;93,05;
250804;0000;95,1;
250804;0100;90,375;
250804;0200;91,05;
250804;0300;88,775;
250804;0400;90,95;
250804;0500;93,85;
250804;0600;96,225;
250804;0700;99;
250804;0800;95,8;
250804;0900;80,6226;
250804;1000;70,8;
250804;1100;56,465;
250804;1200;42,2825;
250804;1300;36,0975;
250804;1400;29,515;
250804;1500;24,32;
250804;1600;33,6825;
250804;1700;64,4075;
250804;1800;75,1825;
250804;1900;83,575;
250804;2000;85,325;
250804;2100;87,625;
250804;2200;91,85;
250804;2300;94,725;
250805;0000;99,925;
250805;0100;100;
250805;0200;100;
250805;0300;100;
250805;0400;100;
250805;0500;100;
250805;0600;100;
250805;0700;100;
250805;0800;100;
250805;0900;100;
250805;1000;93,425;
250805;1100;76,775;
250805;1200;70,8325;
250805;1300;74,9449;
250805;1400;81,6975;
250805;1500;82,05;
250805;1600;84,875;
250805;1700;95,125;
250805;1800;100;
250805;1900;100;
250805;2000;100;
250805;2100;100;
250805;2200;100;
250805;2300;100;
250806;0000;100;
250806;0100;100;
250806;0200;100;
250806;0300;100;
250806;0400;100;
250806;0500;100;
250806;0600;100;
250806;0700;100;
250806;0800;100;
250806;0900;100;
250806;1000;98,55;
250806;1100;84,325;
250806;1200;66,7625;
250806;1300;52,3225;
250806;1400;47,575;
250806;1500;56,065;
250806;1600;59,67;
250806;1700;65,0325;
250806;1800;78,4301;
250806;1900;85,15;
250806;2000;90,3;
250806;2100;97,5;
250806;2200;99,925;
250806;2300;100;
250807;0000;100;
250807;0100;100;
250807;0200;100;
250807;0300;100;
250807;0400;100;
250807;0500;100;
250807;0600;100;
250807;0700;100;
250807;0800;100;
250807;0900;99,375;
250807;1000;85,91;
250807;1100;69,165;
250807;1200;56,7625;
250807;1300;45,56;
250807;1400;38,9825;
250807;1500;32,68;
250807;1600;40,025;
250807;1700;48,0925;
250807;1800;69,83;
250807;1900;83,0125;
250807;2000;86,3;
250807;2100;90,5;
250807;2200;92,875;
250807;2300;90,25;
250808;0000;86,125;
250808;0100;87,575;
250808;0200;90,125;
250808;0300;89,45;
250808;0400;90,15;
250808;0500;91,1;
250808;0600;91,55;
250808;0700;97,25;
250808;0800;93,4;
250808;0900;76,725;
250808;1000;64,215;
250808;1100;57,5625;
250808;1200;44,5075;
250808;1300;40,735;
250808;1400;35,9475;
250808;1500;38,8625;
250808;1600;63,8725;
250808;1700;68,7175;
250808;1800;81,1226;
250808;1900;88,9;
250808;2000;99,05;
250808;2100;100;
250808;2200;100;
250808;2300;100;
250809;0000;100;
250809;0100;100;
250809;0200;100;
250809;0300;100;
250809;0400;94,625;
250809;0500;89,1;
250809;0600;87,775;
250809;0700;89,55;
250809;0800;90,05;
250809;0900;89,125;
250809;1000;83,675;
250809;1100;84,075;
250809;1200;85,1949;
250809;1300;77,7325;
250809;1400;78,89;
250809;1500;80,35;
250809;1600;81,85;
250809;1700;82,6;
250809;1800;83,1975;
250809;1900;92,825;
250809;2000;97,875;
250809;2100;97,275;
250809;2200;100;
250809;2300;100;
250810;0000;100;
250810;0100;100;
250810;0200;100;
250810;0300;100;
250810;0400;100;
250810;0500;100;
250810;0600;100;
250810;0700;100;
250810;0800;98,85;
250810;0900;92,9;
250810;1000;81,35;
250810;1100;72,0651;
250810;1200;65,2675;
250810;1300;61,4375;
250810;1400;72,3325;
250810;1500;73,9926;
250810;1600;79,0725;
250810;1700;84,875;
250810;1800;93,625;
250810;1900;91,525;
250810;2000;92,325;
250810;2100;93,025;
250810;2200;96,125;
250810;2300;98;
250811;0000;100;
250811;0100;100;
250811;0200;100;
250811;0300;100;
250811;0400;100;
250811;0500;100;
250811;0600;100;
250811;0700;100;
250811;0800;100;
250811;0900;96,55;
250811;1000;82,6;
250811;1100;77,74;
250811;1200;77,7234;
250811;1300;;
250811;1400;80,2375;
250811;1500;80,3051;
250811;1600;81,095;
250811;1700;86,7;
250811;1800;97,4;
250811;1900;100;
250811;2000;100;
250811;2100;100;
250811;2200;100;
250811;2300;100;
250812;0000;100;
250812;0100;100;
250812;0200;100;
250812;0300;100;
250812;0400;100;
250812;0500;100;
250812;0600;100;
250812;0700;100;
250812;0800;99,8;
250812;0900;89,6;
250812;1000;83,245;
250812;1100;74,4449;
250812;1200;71,09;
250812;1300;70,6;
250812;1400;68,7526;
250812;1500;63,3825;
250812;1600;72,5325;
250812;1700;74,2634;
250812;1800;77,97;
250812;1900;88,25;
250812;2000;97,525;
250812;2100;100;
250812;2200;95,475;
250812;2300;96,125;
250813;0000;96,85;
250813;0100;88,475;
250813;0200;94,125;
250813;0300;99,8;
250813;0400;100;
250813;0500;100;
250813;0600;100;
250813;0700;100;
250813;0800;100;
250813;0900;98,4;
250813;1000;82,03;
250813;1100;70,9351;
250813;1200;65,8475;
250813;1300;56,26;
250813;1400;48,79;
250813;1500;40,9675;
250813;1600;37,4625;
250813;1700;51,4025;
250813;1800;80,175;
250813;1900;89,175;
250813;2000;90,65;
250813;2100;87,6;
250813;2200;89,95;
250813;2300;89,3;
250814;0000;90,125;
250814;0100;90,85;
250814;0200;91,2;
250814;0300;89,4;
250814;0400;88,725;
250814;0500;90,9;
250814;0600;91,825;
250814;0700;91,825;
250814;0800;87,1276;
250814;0900;73,275;
250814;1000;63,115;
250814;1100;59,7125;
250814;1200;49,7275;
250814;1300;43,955;
250814;1400;41,4675;
250814;1500;58,5775;
250814;1600;84,525;
250814;1700;89,1;
250814;1800;89,225;
250814;1900;88,85;
250814;2000;89,325;
250814;2100;89,625;
250814;2200;88,075;
250814;2300;88,5;
250815;0000;89,175;
250815;0100;91,025;
250815;0200;92,975;
250815;0300;96,7;
250815;0400;99,8;
250815;0500;98,175;
250815;0600;94,25;
250815;0700;88,025;
250815;0800;81,8199;
250815;0900;78,61;
250815;1000;72,6725;
250815;1100;75,3776;
250815;1200;98,825;
250815;1300;90,95;
250815;1400;87,075;
250815;1500;77,8975;
250815;1600;76,3199;
250815;1700;73,495;
250815;1800;81,37;
250815;1900;85,275;
250815;2000;91,075;
250815;2100;97,925;
250815;2200;100;
250815;2300;100;
250816;0000;100;
250816;0100;100;
250816;0200;99,975;
250816;0300;100;
250816;0400;100;
250816;0500;100;
250816;0600;100;
250816;0700;97,05;
250816;0800;100;
250816;0900;88,3975;
250816;1000;77,9976;
250816;1100;77,83;
250816;1200;76,6324;
250816;1300;68,1;
250816;1400;65,49;
250816;1500;61,215;
250816;1600;72,52;
250816;1700;77,5551;
250816;1800;91,175;
250816;1900;93,25;
250816;2000;97,85;
250816;2100;100;
250816;2200;100;
250816;2300;100;
250817;0000;100;
250817;0100;100;
250817;0200;100;
250817;0300;100;
250817;0400;100;
250817;0500;100;
250817;0600;100;
250817;0700;100;
250817;0800;100;
250817;0900;100;
250817;1000;89,4976;
250817;1100;71,77;
250817;1200;67,4976;
250817;1300;66,5625;
250817;1400;57,83;
250817;1500;64,1975;
250817;1600;74,6025;
250817;1700;85,425;
250817;1800;84,475;
250817;1900;90;
250817;2000;92,1;
250817;2100;100;
250817;2200;100;
250817;2300;100;
250818;0000;100;
250818;0100;100;
250818;0200;100;
250818;0300;100;
250818;0400;100;
250818;0500;100;
250818;0600;100;
250818;0700;100;
250818;0800;100;
250818;0900;100;
250818;1000;100;
250818;1100;87,1;
250818;1200;72,095;
250818;1300;57,9675;
250818;1400;59,05;
250818;1500;62,5825;
250818;1600;65,5575;
250818;1700;74,0125;
250818;1800;84,15;
250818;1900;88,65;
250818;2000;92,725;
250818;2100;89,525;
250818;2200;91,25;
250818;2300;99,95;
250819;0000;100;
250819;0100;100;
250819;0200;100;
250819;0300;100;
250819;0400;100;
250819;0500;100;
250819;0600;100;
250819;0700;100;
250819;0800;100;
250819;0900;100;
250819;1000;89,925;
250819;1100;83,925;
250819;1200;80,0575;
250819;1300;82,875;
250819;1400;86,675;
250819;1500;94,475;
250819;1600;100;
250819;1700;100;
250819;1800;100;
250819;1900;100;
250819;2000;100;
250819;2100;100;
250819;2200;100;
250819;2300;100;
250820;0000;100;
250820;0100;100;
250820;0200;100;
250820;0300;100;
250820;0400;100;
250820;0500;100;
250820;0600;100;
250820;0700;100;
250820;0800;100;
250820;0900;97,65;
250820;1000;84,85;
250820;1100;76,1725;
250820;1200;69,175;
250820;1300;69,0575;
250820;1400;64,3525;
250820;1500;65,5026;
250820;1600;72,8275;
250820;1700;80,1525;
250820;1800;83,475;
250820;1900;83,55;
250820;2000;82,65;
250820;2100;84,9;
250820;2200;90,125;
250820;2300;89;
250821;0000;87,85;
250821;0100;86,225;
250821;0200;92,825;
250821;0300;96,5;
250821;0400;100;
250821;0500;97,425;
250821;0600;80,515;
250821;0700;80,2;
250821;0800;80,475;
250821;0900;87,55;
250821;1000;82,3275;
250821;1100;76,9125;
250821;1200;79,965;
250821;1300;76,775;
250821;1400;71,0525;
250821;1500;74,205;
250821;1600;73,645;
250821;1700;72,4275;
250821;1800;78,21;
250821;1900;84,05;
250821;2000;94,625;
250821;2100;94,4;
250821;2200;90,175;
250821;2300;91,5;
250822;0000;99,775;
250822;0100;100;
250822;0200;100;
250822;0300;100;
250822;0400;100;
250822;0500;99,45;
250822;0600;99,975;
250822;0700;100;
250822;0800;100;
250822;0900;91,7;
250822;1000;83,2175;
250822;1100;79,3575;
250822;1200;65,895;
250822;1300;59,8675;
250822;1400;59,8575;
250822;1500;55,9175;
250822;1600;56,0875;
250822;1700;59,02;
250822;1800;80,295;
250822;1900;92,275;
250822;2000;96,25;
250822;2100;100;
250822;2200;100;
250822;2300;100;
250823;0000;100;
250823;0100;100;
250823;0200;100;
250823;0300;100;
250823;0400;100;
250823;0500;100;
250823;0600;100;
250823;0700;100;
250823;0800;100;
250823;0900;100;
250823;1000;89,8;
250823;1100;72,6851;
250823;1200;61,505;
250823;1300;56,835;
250823;1400;63,405;
250823;1500;57,5625;
250823;1600;59,1275;
250823;1700;68,3051;
250823;1800;78,4075;
250823;1900;88,675;
250823;2000;91,125;
250823;2100;93,25;
250823;2200;98,075;
250823;2300;100;
250824;0000;100;
250824;0100;100;
250824;0200;100;
250824;0300;100;
250824;0400;100;
250824;0500;100;
250824;0600;100;
250824;0700;100;
250824;0800;100;
250824;0900;100;
250824;1000;100;
250824;1100;100;
250824;1200;100;
250824;1300;100;
250824;1400;90,4;
250824;1500;86,375;
250824;1600;80,8375;
250824;1700;79,0975;
250824;1800;83,6;
250824;1900;84,45;
250824;2000;97,65;
250824;2100;100;
250824;2200;100;
250824;2300;98;
250825;0000;90,85;
250825;0100;99,6;
250825;0200;100;
250825;0300;100;
250825;0400;100;
250825;0500;100;
250825;0600;100;
250825;0700;100;
250825;0800;100;
250825;0900;98,85;
250825;1000;81,83;
250825;1100;64,0625;
250825;1200;52,7025;
250825;1300;50,4575;
250825;1400;58,275;
250825;1500;58,6025;
250825;1600;53,9225;
250825;1700;59,1525;
250825;1800;76,1675;
250825;1900;83,3;
250825;2000;86,425;
250825;2100;86,55;
250825;2200;88,95;
250825;2300;95,175;
250826;0000;100;
250826;0100;100;
250826;0200;100;
250826;0300;100;
250826;0400;100;
250826;0500;91,125;
250826;0600;89,975;
250826;0700;99,3;
250826;0800;92,25;
250826;0900;79,23;
250826;1000;64,7;
250826;1100;56,78;
250826;1200;50,1825;
250826;1300;46,145;
250826;1400;47,9975;
250826;1500;47,72;
250826;1600;51,5975;
250826;1700;55,8875;
250826;1800;76,6525;
250826;1900;86,775;
250826;2000;84,625;
250826;2100;84,7;
250826;2200;89,075;
250826;2300;90,075;
250827;0000;91,1;
250827;0100;93,275;
250827;0200;100;
250827;0300;100;
250827;0400;100;
250827;0500;100;
250827;0600;100;
250827;0700;100;
250827;0800;100;
250827;0900;100;
250827;1000;89,475;
250827;1100;69,3151;
250827;1200;58,9425;
250827;1300;65,2775;
250827;1400;61,545;
250827;1500;67,85;
250827;1600;81,575;
250827;1700;88,925;
250827;1800;90,525;
250827;1900;89,15;
250827;2000;88,525;
250827;2100;87,675;
250827;2200;86,225;
250827;2300;87,375;
250828;0000;88,95;
250828;0100;89,025;
250828;0200;88,05;
250828;0300;85,6;
250828;0400;83,125;
250828;0500;85,975;
250828;0600;90,375;
250828;0700;94,15;
250828;0800;90,475;
250828;0900;87,35;
250828;1000;86,425;
250828;1100;83,375;
250828;1200;82,275;
250828;1300;77,255;
250828;1400;64,8;
250828;1500;68,6324;
250828;1600;69,62;
250828;1700;72,1475;
250828;1800;74,5375;
250828;1900;75,4;
250828;2000;77,1;
250828;2100;80,6125;
250828;2200;79,355;
250828;2300;79,1825;
250829;0000;81,1875;
250829;0100;83,3;
250829;0200;86,3;
250829;0300;89,375;
250829;0400;97,925;
250829;0500;100;
250829;0600;100;
250829;0700;100;
250829;0800;89,375;
250829;0900;82,9;
250829;1000;72,0125;
250829;1100;64,55;
250829;1200;60,3725;
250829;1300;64,2025;
250829;1400;65,6825;
250829;1500;62,9675;
250829;1600;66,9351;
250829;1700;72,1875;
250829;1800;84,3525;
250829;1900;90;
250829;2000;92,15;
250829;2100;99,65;
250829;2200;100;
250829;2300;100;
250830;0000;100;
250830;0100;100;
250830;0200;100;
250830;0300;100;
250830;0400;100;
250830;0500;100;
250830;0600;100;
250830;0700;100;
250830;0800;99,625;
250830;0900;91,65;
250830;1000;90,7;
250830;1100;81,5601;
250830;1200;70,635;
250830;1300;51,0975;
250830;1400;52,0025;
250830;1500;49,7375;
250830;1600;49,2425;
250830;1700;60,11;
250830;1800;77,0375;
250830;1900;85,675;
250830;2000;89;
250830;2100;96,9;
250830;2200;93,3;
250830;2300;97,125;
250831;0000;100;
250831;0100;100;
250831;0200;100;
250831;0300;100;
250831;0400;100;
250831;0500;100;
250831;0600;100;
250831;0700;100;
250831;0800;100;
250831;0900;97,25;
250831;1000;85,2526;
250831;1100;77,1075;
250831;1200;78,13;
250831;1300;79,3875;
250831;1400;81,475;
250831;1500;87,6;
250831;1600;87,8;
250831;1700;85,9;
250831;1800;86,1;
250831;1900;91,925;
250831;2000;99,925;
250831;2100;100;
250831;2200;100;
250831;2300;100;
250901;0000;100;
250901;0100;100;
250901;0200;100;
250901;0300;100;
250901;0400;100;
250901;0500;100;
250901;0600;100;
250901;0700;100;
250901;0800;100;
250901;0900;100;
250901;1000;96,8;
250901;1100;85,5;
250901;1200;72,8776;
250901;1300;67,28;
250901;1400;69,795;
250901;1500;70,7025;
250901;1600;72,595;
250901;1700;73,0675;
250901;1800;71,335;
250901;1900;73,035;
250901;2000;74,51;
250901;2100;86,05;
250901;2200;86,275;
250901;2300;81,95;
250902;0000;85,7;
250902;0100;99,675;
250902;0200;99,45;
250902;0300;95,5;
250902;0400;97,375;
250902;0500;100;
250902;0600;100;
250902;0700;100;
250902;0800;96,025;
250902;0900;70,04;
250902;1000;67,9167;
250902;1100;65,4475;
250902;1200;56,78;
250902;1300;54,4975;
250902;1400;51,465;
250902;1500;53,06;
250902;1600;54,6;
250902;1700;55,345;
250902;1800;67,1775;
250902;1900;71,4675;
250902;2000;71,9625;
250902;2100;77,4375;
250902;2200;66,2476;
250902;2300;82,0675;
250903;0000;94,35;
250903;0100;98,875;
250903;0200;100;
250903;0300;100;
250903;0400;100;
250903;0500;100;
250903;0600;100;
250903;0700;100;
250903;0800;100;
250903;0900;99,75;
250903;1000;80,405;
250903;1100;53,79;
250903;1200;49,645;
250903;1300;55;
250903;1400;54,235;
250903;1500;55,0575;
250903;1600;55,7;
250903;1700;56,215;
250903;1800;61,465;
250903;1900;65,2075;
250903;2000;69,6625;
250903;2100;63,16;
250903;2200;63,705;
250903;2300;65,405;
250904;0000;64,1775;
250904;0100;62,01;
250904;0200;72,1801;
250904;0300;81,255;
250904;0400;84,725;
250904;0500;84,9;
250904;0600;83,9825;
250904;0700;94,25;
250904;0800;85,825;
250904;0900;65,9525;
250904;1000;49,2725;
250904;1100;39,35;
250904;1200;35,2975;
250904;1300;31,64;
250904;1400;34,7425;
250904;1500;38,1325;
250904;1600;39,4575;
250904;1700;45,2825;
250904;1800;56,315;
250904;1900;69,6176;
250904;2000;78,1276;
250904;2100;81,8075;
250904;2200;87,925;
250904;2300;92,9;
250905;0000;99,2;
250905;0100;100;
250905;0200;100;
250905;0300;100;
250905;0400;100;
250905;0500;100;
250905;0600;100;
250905;0700;99,925;
250905;0800;86,1425;
250905;0900;68,385;
250905;1000;57,27;
250905;1100;39,4875;
250905;1200;46,3775;
250905;1300;52,7925;
250905;1400;64,11;
250905;1500;68,5275;
250905;1600;69,2526;
250905;1700;73,96;
250905;1800;80,8676;
250905;1900;87,8;
250905;2000;91,25;
250905;2100;90,075;
250905;2200;87,8;
250905;2300;87,225;
250906;0000;88,625;
250906;0100;88,075;
250906;0200;89,7;
250906;0300;90,425;
250906;0400;90;
250906;0500;89,3;
250906;0600;87,375;
250906;0700;87,175;
250906;0800;86,275;
250906;0900;86,45;
250906;1000;87,225;
250906;1100;91,025;
250906;1200;84,075;
250906;1300;77,3575;
250906;1400;75,6775;
250906;1500;69,9875;
250906;1600;68,16;
250906;1700;65,8425;
250906;1800;64,965;
250906;1900;66,41;
250906;2000;68,755;
250906;2100;74,8776;
250906;2200;78,1575;
250906;2300;74,33;
250907;0000;74,9;
250907;0100;79,98;
250907;0200;75,8676;
250907;0300;87,575;
250907;0400;89,8;
250907;0500;89,35;
250907;0600;88,4;
250907;0700;95,2;
250907;0800;100;
250907;0900;99,525;
250907;1000;89,325;
250907;1100;95,45;
250907;1200;92,725;
250907;1300;94,1;
250907;1400;88,6;
250907;1500;91,05;
250907;1600;92,15;
250907;1700;90,725;
250907;1800;86,775;
250907;1900;93,5;
250907;2000;99,85;
